"Year","State","Type","Production","Avg","Measures","Materials","Chemical","Value"
2015,"OREGON"," BEARING","APPLICATIONS"," ","MEASURED IN LB","(SPINETORAM-L = 110009)","INSECTICIDE","(Z)"
2015,"OREGON"," BEARING","APPLICATIONS"," ","MEASURED IN LB","(SPINOSAD = 110003)","INSECTICIDE","(D)"
2015,"OREGON"," BEARING","APPLICATIONS"," ","MEASURED IN LB","(THIAMETHOXAM = 60109)","INSECTICIDE","(D)"
2015,"OREGON"," BEARING","APPLICATIONS"," ","MEASURED IN LB","(TOTAL)","INSECTICIDE","4,000"
2015,"OREGON"," BEARING","APPLICATIONS"," ","MEASURED IN LB","(ZETA-CYPERMETHRIN = 129064)","INSECTICIDE","100"
2015,"OREGON"," BEARING","APPLICATIONS"," ","MEASURED IN LB","(CUPRAMMONIUM ACETATE = 36011)","OTHER","(D)"
2015,"OREGON"," BEARING","APPLICATIONS"," ","MEASURED IN LB","(CYTOKININS = 116801)","OTHER","(D)"
2015,"OREGON"," BEARING","APPLICATIONS"," ","MEASURED IN LB","(MINERAL OIL = 63502)","OTHER","(D)"
2015,"OREGON"," BEARING","APPLICATIONS"," ","MEASURED IN LB","(TOTAL)","OTHER","(D)"
2015,"OREGON"," BEARING","APPLICATIONS"," ","MEASURED IN LB","(ZINC PHOSPHIDE = 88601)","OTHER","(D)"
2015,"OREGON"," BEARING","APPLICATIONS"," ","MEASURED IN LB"," ","(NITROGEN)","119,000"
2015,"OREGON"," BEARING","APPLICATIONS"," ","MEASURED IN LB"," ","(PHOSPHATE)","57,000"
2015,"OREGON"," BEARING","APPLICATIONS"," ","MEASURED IN LB"," ","(POTASH)","137,000"
2015,"OREGON"," BEARING","APPLICATIONS"," ","MEASURED IN LB"," ","(SULFUR)","(D)"
2015,"OREGON"," BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / APPLICATION","(AZOXYSTROBIN = 128810)","FUNGICIDE","0.204"
2015,"OREGON"," BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / APPLICATION","(BOSCALID = 128008)","FUNGICIDE","0.335"
2015,"OREGON"," BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / APPLICATION","(CALCIUM POLYSULFIDE = 76702)","FUNGICIDE","9.176"
2015,"OREGON"," BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / APPLICATION","(CAPTAN = 81301)","FUNGICIDE","(D)"
2015,"OREGON"," BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / APPLICATION","(COPPER HYDROXIDE = 23401)","FUNGICIDE","(D)"
2015,"OREGON"," BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / APPLICATION","(CYPRODINIL = 288202)","FUNGICIDE","0.328"
2015,"OREGON"," BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / APPLICATION","(FENHEXAMID = 90209)","FUNGICIDE","(D)"
2015,"OREGON"," BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / APPLICATION","(FLUDIOXONIL = 71503)","FUNGICIDE","0.219"
2015,"OREGON"," BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / APPLICATION","(IPRODIONE = 109801)","FUNGICIDE","(D)"
2015,"OREGON"," BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / APPLICATION","(MEFENOXAM = 113502)","FUNGICIDE","(D)"
2015,"OREGON"," BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / APPLICATION","(MONO-POTASSIUM SALT = 76416)","FUNGICIDE","(D)"
2015,"OREGON"," BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / APPLICATION","(PROPICONAZOLE = 122101)","FUNGICIDE","(D)"
2015,"OREGON"," BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / APPLICATION","(PYRACLOSTROBIN = 99100)","FUNGICIDE","0.17"
2015,"OREGON"," BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / APPLICATION","(SULFUR = 77501)","FUNGICIDE","(D)"
2015,"OREGON"," BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / APPLICATION","(2,4-D","HERBICIDE","(D)"
2015,"OREGON"," BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / APPLICATION","(CARFENTRAZONE-ETHYL = 128712)","HERBICIDE","0.027"
2015,"OREGON"," BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / APPLICATION","(CLETHODIM = 121011)","HERBICIDE","(D)"
2015,"OREGON"," BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / APPLICATION","(DICHLOBENIL = 27401)","HERBICIDE","(D)"
2015,"OREGON"," BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / APPLICATION","(DIURON = 35505)","HERBICIDE","0.998"
2015,"OREGON"," BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / APPLICATION","(GLUFOSINATE-AMMONIUM = 128850)","HERBICIDE","(D)"
2015,"OREGON"," BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / APPLICATION","(GLYPHOSATE ISO. SALT = 103601)","HERBICIDE","(D)"
2015,"OREGON"," BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / APPLICATION","(ISOXABEN = 125851)","HERBICIDE","(D)"
2015,"OREGON"," BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / APPLICATION","(MESOTRIONE = 122990)","HERBICIDE","(D)"
2015,"OREGON"," BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / APPLICATION","(NORFLURAZON = 105801)","HERBICIDE","(D)"
2015,"OREGON"," BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / APPLICATION","(ORYZALIN = 104201)","HERBICIDE","(D)"
2015,"OREGON"," BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / APPLICATION","(OXYFLUORFEN = 111601)","HERBICIDE","(D)"
2015,"OREGON"," BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / APPLICATION","(PARAQUAT = 61601)","HERBICIDE","0.409"
2015,"OREGON"," BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / APPLICATION","(S-METOLACHLOR = 108800)","HERBICIDE","(D)"
2015,"OREGON"," BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / APPLICATION","(SIMAZINE = 80807)","HERBICIDE","1.445"
2015,"OREGON"," BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / APPLICATION","(SULFENTRAZONE = 129081)","HERBICIDE","(D)"
2015,"OREGON"," BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / APPLICATION","(BIFENTHRIN = 128825)","INSECTICIDE","0.094"
2015,"OREGON"," BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / APPLICATION","(BT KURSTAKI ABTS-351 = 6522)","INSECTICIDE","(NA)"
2015,"OREGON"," BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / APPLICATION","(BT KURSTAKI SA-11 = 6519)","INSECTICIDE","(NA)"
2015,"OREGON"," BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / APPLICATION","(CARBARYL = 56801)","INSECTICIDE","(D)"
2015,"OREGON"," BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / APPLICATION","(DIAZINON = 57801)","INSECTICIDE","(D)"
2015,"OREGON"," BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / APPLICATION","(ESFENVALERATE = 109303)","INSECTICIDE","(D)"
2015,"OREGON"," BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / APPLICATION","(MALATHION = 57701)","INSECTICIDE","1.759"
2015,"OREGON"," BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / APPLICATION","(PYRETHRINS = 69001)","INSECTICIDE","(D)"
2015,"OREGON"," BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / APPLICATION","(SPINETORAM = 110008)","INSECTICIDE","0.027"
2015,"OREGON"," BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / APPLICATION","(SPINETORAM-L = 110009)","INSECTICIDE","0.027"
2015,"OREGON"," BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / APPLICATION","(SPINOSAD = 110003)","INSECTICIDE","(D)"
2015,"OREGON"," BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / APPLICATION","(THIAMETHOXAM = 60109)","INSECTICIDE","(D)"
2015,"OREGON"," BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / APPLICATION","(ZETA-CYPERMETHRIN = 129064)","INSECTICIDE","0.026"
2015,"OREGON"," BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / APPLICATION","(CUPRAMMONIUM ACETATE = 36011)","OTHER","(D)"
2015,"OREGON"," BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / APPLICATION","(CYTOKININS = 116801)","OTHER","(D)"
2015,"OREGON"," BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / APPLICATION","(MINERAL OIL = 63502)","OTHER","(D)"
2015,"OREGON"," BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / APPLICATION","(ZINC PHOSPHIDE = 88601)","OTHER","(D)"
2015,"OREGON"," BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / APPLICATION"," ","(NITROGEN)","41"
2015,"OREGON"," BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / APPLICATION"," ","(PHOSPHATE)","17"
2015,"OREGON"," BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / APPLICATION"," ","(POTASH)","34"
2015,"OREGON"," BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / APPLICATION"," ","(SULFUR)","(D)"
2015,"OREGON"," BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / YEAR","(AZOXYSTROBIN = 128810)","FUNGICIDE","0.314"
2015,"OREGON"," BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / YEAR","(BOSCALID = 128008)","FUNGICIDE","0.55"
2015,"OREGON"," BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / YEAR","(CALCIUM POLYSULFIDE = 76702)","FUNGICIDE","11.597"
2015,"OREGON"," BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / YEAR","(CAPTAN = 81301)","FUNGICIDE","(D)"
2015,"OREGON"," BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / YEAR","(COPPER HYDROXIDE = 23401)","FUNGICIDE","(D)"
2015,"OREGON"," BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / YEAR","(CYPRODINIL = 288202)","FUNGICIDE","0.491"
2015,"OREGON"," BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / YEAR","(FENHEXAMID = 90209)","FUNGICIDE","(D)"
2015,"OREGON"," BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / YEAR","(FLUDIOXONIL = 71503)","FUNGICIDE","0.327"
2015,"OREGON"," BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / YEAR","(IPRODIONE = 109801)","FUNGICIDE","(D)"
2015,"OREGON"," BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / YEAR","(MEFENOXAM = 113502)","FUNGICIDE","(D)"
2015,"OREGON"," BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / YEAR","(MONO-POTASSIUM SALT = 76416)","FUNGICIDE","(D)"
2015,"OREGON"," BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / YEAR","(PROPICONAZOLE = 122101)","FUNGICIDE","(D)"
2015,"OREGON"," BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / YEAR","(PYRACLOSTROBIN = 99100)","FUNGICIDE","0.28"
2015,"OREGON"," BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / YEAR","(SULFUR = 77501)","FUNGICIDE","(D)"
2015,"OREGON"," BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / YEAR","(2,4-D","HERBICIDE","(D)"
2015,"OREGON"," BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / YEAR","(CARFENTRAZONE-ETHYL = 128712)","HERBICIDE","0.032"
2015,"OREGON"," BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / YEAR","(CLETHODIM = 121011)","HERBICIDE","(D)"
2015,"OREGON"," BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / YEAR","(DICHLOBENIL = 27401)","HERBICIDE","(D)"
2015,"OREGON"," BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / YEAR","(DIURON = 35505)","HERBICIDE","1.055"
2015,"OREGON"," BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / YEAR","(GLUFOSINATE-AMMONIUM = 128850)","HERBICIDE","(D)"
2015,"OREGON"," BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / YEAR","(GLYPHOSATE ISO. SALT = 103601)","HERBICIDE","(D)"
2015,"OREGON"," BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / YEAR","(ISOXABEN = 125851)","HERBICIDE","(D)"
2015,"OREGON"," BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / YEAR","(MESOTRIONE = 122990)","HERBICIDE","(D)"
2015,"OREGON"," BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / YEAR","(NORFLURAZON = 105801)","HERBICIDE","(D)"
2015,"OREGON"," BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / YEAR","(ORYZALIN = 104201)","HERBICIDE","(D)"
2015,"OREGON"," BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / YEAR","(OXYFLUORFEN = 111601)","HERBICIDE","(D)"
2015,"OREGON"," BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / YEAR","(PARAQUAT = 61601)","HERBICIDE","0.852"
2015,"OREGON"," BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / YEAR","(S-METOLACHLOR = 108800)","HERBICIDE","(D)"
2015,"OREGON"," BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / YEAR","(SIMAZINE = 80807)","HERBICIDE","1.996"
2015,"OREGON"," BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / YEAR","(SULFENTRAZONE = 129081)","HERBICIDE","(D)"
2015,"OREGON"," BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / YEAR","(BIFENTHRIN = 128825)","INSECTICIDE","0.097"
2015,"OREGON"," BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / YEAR","(BT KURSTAKI ABTS-351 = 6522)","INSECTICIDE","(NA)"
2015,"OREGON"," BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / YEAR","(BT KURSTAKI SA-11 = 6519)","INSECTICIDE","(NA)"
2015,"OREGON"," BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / YEAR","(CARBARYL = 56801)","INSECTICIDE","(D)"
2015,"OREGON"," BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / YEAR","(DIAZINON = 57801)","INSECTICIDE","(D)"
2015,"OREGON"," BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / YEAR","(ESFENVALERATE = 109303)","INSECTICIDE","(D)"
2015,"OREGON"," BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / YEAR","(MALATHION = 57701)","INSECTICIDE","2.908"
2015,"OREGON"," BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / YEAR","(PYRETHRINS = 69001)","INSECTICIDE","(D)"
2015,"OREGON"," BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / YEAR","(SPINETORAM = 110008)","INSECTICIDE","0.075"
2015,"OREGON"," BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / YEAR","(SPINETORAM-L = 110009)","INSECTICIDE","0.075"
2015,"OREGON"," BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / YEAR","(SPINOSAD = 110003)","INSECTICIDE","(D)"
2015,"OREGON"," BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / YEAR","(THIAMETHOXAM = 60109)","INSECTICIDE","(D)"
2015,"OREGON"," BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / YEAR","(ZETA-CYPERMETHRIN = 129064)","INSECTICIDE","0.05"
2015,"OREGON"," BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / YEAR","(CUPRAMMONIUM ACETATE = 36011)","OTHER","(D)"
2015,"OREGON"," BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / YEAR","(CYTOKININS = 116801)","OTHER","(D)"
2015,"OREGON"," BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / YEAR","(MINERAL OIL = 63502)","OTHER","(D)"
2015,"OREGON"," BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / YEAR","(ZINC PHOSPHIDE = 88601)","OTHER","(D)"
2015,"OREGON"," BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / YEAR"," ","(NITROGEN)","121"
2015,"OREGON"," BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / YEAR"," ","(PHOSPHATE)","31"
2015,"OREGON"," BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / YEAR"," ","(POTASH)","76"
2015,"OREGON"," BEARING","APPLICATIONS","AVG","MEASURED IN LB / ACRE / YEAR"," ","(SULFUR)","(D)"
2015,"OREGON"," BEARING","APPLICATIONS","AVG","MEASURED IN NUMBER","(AZOXYSTROBIN = 128810)","FUNGICIDE","1.5"
2015,"OREGON"," BEARING","APPLICATIONS","AVG","MEASURED IN NUMBER","(BOSCALID = 128008)","FUNGICIDE","1.6"
2015,"OREGON"," BEARING","APPLICATIONS","AVG","MEASURED IN NUMBER","(CALCIUM POLYSULFIDE = 76702)","FUNGICIDE","1.3"
2015,"OREGON"," BEARING","APPLICATIONS","AVG","MEASURED IN NUMBER","(CAPTAN = 81301)","FUNGICIDE","(D)"
2015,"OREGON"," BEARING","APPLICATIONS","AVG","MEASURED IN NUMBER","(COPPER HYDROXIDE = 23401)","FUNGICIDE","(D)"
2015,"OREGON"," BEARING","APPLICATIONS","AVG","MEASURED IN NUMBER","(CYPRODINIL = 288202)","FUNGICIDE","1.5"
2015,"OREGON"," BEARING","APPLICATIONS","AVG","MEASURED IN NUMBER","(FENHEXAMID = 90209)","FUNGICIDE","(D)"
2015,"OREGON"," BEARING","APPLICATIONS","AVG","MEASURED IN NUMBER","(FLUDIOXONIL = 71503)","FUNGICIDE","1.5"
2015,"OREGON"," BEARING","APPLICATIONS","AVG","MEASURED IN NUMBER","(IPRODIONE = 109801)","FUNGICIDE","(D)"
2015,"OREGON"," BEARING","APPLICATIONS","AVG","MEASURED IN NUMBER","(MEFENOXAM = 113502)","FUNGICIDE","(D)"
2015,"OREGON"," BEARING","APPLICATIONS","AVG","MEASURED IN NUMBER","(MONO-POTASSIUM SALT = 76416)","FUNGICIDE","(D)"
2015,"OREGON"," BEARING","APPLICATIONS","AVG","MEASURED IN NUMBER","(PROPICONAZOLE = 122101)","FUNGICIDE","(D)"
2015,"OREGON"," BEARING","APPLICATIONS","AVG","MEASURED IN NUMBER","(PYRACLOSTROBIN = 99100)","FUNGICIDE","1.6"
2015,"OREGON"," BEARING","APPLICATIONS","AVG","MEASURED IN NUMBER","(SULFUR = 77501)","FUNGICIDE","(D)"
2015,"OREGON"," BEARING","APPLICATIONS","AVG","MEASURED IN NUMBER","(2,4-D","HERBICIDE","(D)"
2015,"OREGON"," BEARING","APPLICATIONS","AVG","MEASURED IN NUMBER","(CARFENTRAZONE-ETHYL = 128712)","HERBICIDE","1.2"
2015,"OREGON"," BEARING","APPLICATIONS","AVG","MEASURED IN NUMBER","(CLETHODIM = 121011)","HERBICIDE","(D)"
2015,"OREGON"," BEARING","APPLICATIONS","AVG","MEASURED IN NUMBER","(DICHLOBENIL = 27401)","HERBICIDE","(D)"
2015,"OREGON"," BEARING","APPLICATIONS","AVG","MEASURED IN NUMBER","(DIURON = 35505)","HERBICIDE","1.1"
2015,"OREGON"," BEARING","APPLICATIONS","AVG","MEASURED IN NUMBER","(GLUFOSINATE-AMMONIUM = 128850)","HERBICIDE","(D)"
2015,"OREGON"," BEARING","APPLICATIONS","AVG","MEASURED IN NUMBER","(GLYPHOSATE ISO. SALT = 103601)","HERBICIDE","(D)"
2015,"OREGON"," BEARING","APPLICATIONS","AVG","MEASURED IN NUMBER","(ISOXABEN = 125851)","HERBICIDE","(D)"
2015,"OREGON"," BEARING","APPLICATIONS","AVG","MEASURED IN NUMBER","(MESOTRIONE = 122990)","HERBICIDE","(D)"
2015,"OREGON"," BEARING","APPLICATIONS","AVG","MEASURED IN NUMBER","(NORFLURAZON = 105801)","HERBICIDE","(D)"
2015,"OREGON"," BEARING","APPLICATIONS","AVG","MEASURED IN NUMBER","(ORYZALIN = 104201)","HERBICIDE","(D)"
2015,"OREGON"," BEARING","APPLICATIONS","AVG","MEASURED IN NUMBER","(OXYFLUORFEN = 111601)","HERBICIDE","(D)"
2015,"OREGON"," BEARING","APPLICATIONS","AVG","MEASURED IN NUMBER","(PARAQUAT = 61601)","HERBICIDE","2.1"
2015,"OREGON"," BEARING","APPLICATIONS","AVG","MEASURED IN NUMBER","(S-METOLACHLOR = 108800)","HERBICIDE","(D)"
2015,"OREGON"," BEARING","APPLICATIONS","AVG","MEASURED IN NUMBER","(SIMAZINE = 80807)","HERBICIDE","1.4"
2015,"OREGON"," BEARING","APPLICATIONS","AVG","MEASURED IN NUMBER","(SULFENTRAZONE = 129081)","HERBICIDE","(D)"
2015,"OREGON"," BEARING","APPLICATIONS","AVG","MEASURED IN NUMBER","(BIFENTHRIN = 128825)","INSECTICIDE","1"
2015,"OREGON"," BEARING","APPLICATIONS","AVG","MEASURED IN NUMBER","(BT KURSTAKI ABTS-351 = 6522)","INSECTICIDE","(D)"
2015,"OREGON"," BEARING","APPLICATIONS","AVG","MEASURED IN NUMBER","(BT KURSTAKI SA-11 = 6519)","INSECTICIDE","(D)"
2015,"OREGON"," BEARING","APPLICATIONS","AVG","MEASURED IN NUMBER","(CARBARYL = 56801)","INSECTICIDE","(D)"
2015,"OREGON"," BEARING","APPLICATIONS","AVG","MEASURED IN NUMBER","(DIAZINON = 57801)","INSECTICIDE","(D)"
2015,"OREGON"," BEARING","APPLICATIONS","AVG","MEASURED IN NUMBER","(ESFENVALERATE = 109303)","INSECTICIDE","(D)"
2015,"OREGON"," BEARING","APPLICATIONS","AVG","MEASURED IN NUMBER","(MALATHION = 57701)","INSECTICIDE","1.7"
2015,"OREGON"," BEARING","APPLICATIONS","AVG","MEASURED IN NUMBER","(PYRETHRINS = 69001)","INSECTICIDE","(D)"
2015,"OREGON"," BEARING","APPLICATIONS","AVG","MEASURED IN NUMBER","(SPINETORAM = 110008)","INSECTICIDE","2.7"
2015,"OREGON"," BEARING","APPLICATIONS","AVG","MEASURED IN NUMBER","(SPINETORAM-L = 110009)","INSECTICIDE","2.7"
2015,"OREGON"," BEARING","APPLICATIONS","AVG","MEASURED IN NUMBER","(SPINOSAD = 110003)","INSECTICIDE","(D)"
2015,"OREGON"," BEARING","APPLICATIONS","AVG","MEASURED IN NUMBER","(THIAMETHOXAM = 60109)","INSECTICIDE","(D)"
2015,"OREGON"," BEARING","APPLICATIONS","AVG","MEASURED IN NUMBER","(ZETA-CYPERMETHRIN = 129064)","INSECTICIDE","1.9"
2015,"OREGON"," BEARING","APPLICATIONS","AVG","MEASURED IN NUMBER","(CUPRAMMONIUM ACETATE = 36011)","OTHER","(D)"
2015,"OREGON"," BEARING","APPLICATIONS","AVG","MEASURED IN NUMBER","(CYTOKININS = 116801)","OTHER","(D)"
2015,"OREGON"," BEARING","APPLICATIONS","AVG","MEASURED IN NUMBER","(MINERAL OIL = 63502)","OTHER","(D)"
2015,"OREGON"," BEARING","APPLICATIONS","AVG","MEASURED IN NUMBER","(ZINC PHOSPHIDE = 88601)","OTHER","(D)"
2015,"OREGON"," BEARING","APPLICATIONS","AVG","MEASURED IN NUMBER"," ","(NITROGEN)","2.9"
2015,"OREGON"," BEARING","APPLICATIONS","AVG","MEASURED IN NUMBER"," ","(PHOSPHATE)","1.9"
2015,"OREGON"," BEARING","APPLICATIONS","AVG","MEASURED IN NUMBER"," ","(POTASH)","2.2"
2015,"OREGON"," BEARING","APPLICATIONS","AVG","MEASURED IN NUMBER"," ","(SULFUR)","(D)"
2015,"OREGON"," BEARING","TREATED","AVG","MEASURED IN PCT OF AREA BEARING","(AZOXYSTROBIN = 128810)","FUNGICIDE","44"
2015,"OREGON"," BEARING","TREATED","AVG","MEASURED IN PCT OF AREA BEARING","(BOSCALID = 128008)","FUNGICIDE","47"
2015,"OREGON"," BEARING","TREATED","AVG","MEASURED IN PCT OF AREA BEARING","(CALCIUM POLYSULFIDE = 76702)","FUNGICIDE","38"
2015,"OREGON"," BEARING","TREATED","AVG","MEASURED IN PCT OF AREA BEARING","(CAPTAN = 81301)","FUNGICIDE","(D)"
2015,"OREGON"," BEARING","TREATED","AVG","MEASURED IN PCT OF AREA BEARING","(COPPER HYDROXIDE = 23401)","FUNGICIDE","(D)"
2015,"OREGON"," BEARING","TREATED","AVG","MEASURED IN PCT OF AREA BEARING","(CYPRODINIL = 288202)","FUNGICIDE","58"
2015,"OREGON"," BEARING","TREATED","AVG","MEASURED IN PCT OF AREA BEARING","(FENHEXAMID = 90209)","FUNGICIDE","(D)"
2015,"OREGON"," BEARING","TREATED","AVG","MEASURED IN PCT OF AREA BEARING","(FLUDIOXONIL = 71503)","FUNGICIDE","58"
2015,"OREGON"," BEARING","TREATED","AVG","MEASURED IN PCT OF AREA BEARING","(IPRODIONE = 109801)","FUNGICIDE","(D)"
2015,"OREGON"," BEARING","TREATED","AVG","MEASURED IN PCT OF AREA BEARING","(MEFENOXAM = 113502)","FUNGICIDE","(D)"
2015,"OREGON"," BEARING","TREATED","AVG","MEASURED IN PCT OF AREA BEARING","(MONO-POTASSIUM SALT = 76416)","FUNGICIDE","(D)"
2015,"OREGON"," BEARING","TREATED","AVG","MEASURED IN PCT OF AREA BEARING","(PROPICONAZOLE = 122101)","FUNGICIDE","(D)"
2015,"OREGON"," BEARING","TREATED","AVG","MEASURED IN PCT OF AREA BEARING","(PYRACLOSTROBIN = 99100)","FUNGICIDE","47"
2015,"OREGON"," BEARING","TREATED","AVG","MEASURED IN PCT OF AREA BEARING","(SULFUR = 77501)","FUNGICIDE","(D)"
2015,"OREGON"," BEARING","TREATED","AVG","MEASURED IN PCT OF AREA BEARING","(TOTAL)","FUNGICIDE","78"
2015,"OREGON"," BEARING","TREATED","AVG","MEASURED IN PCT OF AREA BEARING","(2,4-D","HERBICIDE","(D)"
2015,"OREGON"," BEARING","TREATED","AVG","MEASURED IN PCT OF AREA BEARING","(CARFENTRAZONE-ETHYL = 128712)","HERBICIDE","15"
2015,"OREGON"," BEARING","TREATED","AVG","MEASURED IN PCT OF AREA BEARING","(CLETHODIM = 121011)","HERBICIDE","(D)"
2015,"OREGON"," BEARING","TREATED","AVG","MEASURED IN PCT OF AREA BEARING","(DICHLOBENIL = 27401)","HERBICIDE","(D)"
2015,"OREGON"," BEARING","TREATED","AVG","MEASURED IN PCT OF AREA BEARING","(DIURON = 35505)","HERBICIDE","16"
2015,"OREGON"," BEARING","TREATED","AVG","MEASURED IN PCT OF AREA BEARING","(GLUFOSINATE-AMMONIUM = 128850)","HERBICIDE","(D)"
2015,"OREGON"," BEARING","TREATED","AVG","MEASURED IN PCT OF AREA BEARING","(GLYPHOSATE ISO. SALT = 103601)","HERBICIDE","(D)"
